ID SERVIÇO;PROCESSO;SEI;TIPO;ANALISTA;ORGAO RESPONSAVEL;ANALISE;ANO;VIA;UF;DATA FINALIZACAO;DESCRICAO SERVICO;QUANTITATIVO INICIAL;UNIDADE INICIAL;PRECO UNITARIO INICIAL;MES BASE INICIAL;ANO BASE INICIAL;PRECO TOTAL INICIAL;QUANTITATIVO FINAL;UNIDADE FINAL;PREÇO UNITARIO FINAL;MES BASE FINAL;ANO BASE FINAL;PRECO TOTAL FINAL;MODALIDADE;TIPO DE INDICE;INDICE INICIAL;INDICE FINAL;INDICE ATUAL;ECONOMIA ATUAL;PESO POR UF;VARIACAO FINAL X INICIAL ATUAL;VARIACAO PONDERADA ATUAL
883;50610.002979/2020-01;6239111;AP;Fábio Gobara;DNIT;AT n. 20/2020;2020;BR-116;RS;11/08/2020;Remanejamentos de Linhas de Energia Elétrica – Passarela Rua Demétrio Ribeiro/Rua Jacob Blauth Netto – km 245,17 – Lado Esquerdo.;1;cj;R$ 7.290,15;Janeiro;2014;R$ 11.412,64;1;cj;R$ 7.290,15;Janeiro;2014;R$ 11.412,64;RODOVIÁRIO;IGP-DI;533,197;533,197;834,713; R$-   ;0,02%;0,00%;0,00%
884;50610.002979/2020-01;6239111;AP;Fábio Gobara;DNIT;AT n. 20/2020;2020;BR-116;RS;11/08/2020;Remanejamentos de Linhas de Energia Elétrica – Passarela Rua Regente Feijó/Mercado Bourbon – km 264,45 – Lado Direito.;1;cj;R$ 331.126,78;Janeiro;2014;R$ 518.374,69;1;cj;R$ 331.126,78;Janeiro;2014;R$ 518.374,69;RODOVIÁRIO;IGP-DI;533,197;533,197;834,713; R$-   ;1,10%;0,00%;0,00%
885;50610.002979/2020-01;6239111;AP;Fábio Gobara;DNIT;AT n. 20/2020;2020;BR-116;RS;11/08/2020;Remanejamentos de Linhas de Energia Elétrica – Passarela Rua Regente Feijó/Mercado Bourbon – km 264,45 – Lado Esquerdo.;1;cj;R$ 6.763,81;Janeiro;2014;R$ 10.588,66;1;cj;R$ 6.763,81;Janeiro;2014;R$ 10.588,66;RODOVIÁRIO;IGP-DI;533,197;533,197;834,713; R$-   ;0,02%;0,00%;0,00%
886;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Dragagem simples de areia em fundo de leito móvel (Tramo Norte) – Draga Curimatã. ;1647200;m³;R$ 3,17;Julho;2019;R$ 5.708.239,82;1647200;m³;R$ 2,99;Julho;2019;R$ 5.384.112,64;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;-R$ 324.127,18;56,03%;-5,68%;-3,18%
887;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Desobstrução de vegetação do canal de navegação das vias navegáveis (controle e prevenção da formação de balseiro). ;6610;km;R$ 199,39;Julho;2019;R$ 1.440.792,53;6610;km;R$ 199,40;Julho;2019;R$ 1.440.864,79;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;R$ 72,26;14,99%;0,01%;0,00%
888;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Vistoria das condições da Hidrovia (Tramo Norte). ;13460;km;R$ 53,08;Julho;2019;R$ 781.038,76;13460;km;R$ 50,13;Julho;2019;R$ 737.631,37;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;-R$ 43.407,39;7,68%;-5,56%;-0,43%
889;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Fornecimento e implantação de suporte (Baliza) para placa de sinalização náutica em margem – com embarcação (inicial).;60;und;R$ 1.578,17;Julho;2019;R$ 103.514,61;60;und;R$ 805,02;Julho;2019;R$ 52.802,51;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;-R$ 50.712,10;0,55%;-48,99%;-0,27%
890;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Implantação de placa de sinalização náutica em margem – com embarcação. ;120;und;R$ 260,61;Julho;2019;R$ 34.187,63;120;und;R$ 260,63;Julho;2019;R$ 34.190,25;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;R$ 2,62;0,36%;0,01%;0,00%
891;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Substituição de placa de sinalização náutica em margem – equipamentos e mão de obra – com embarcação.  ;565;und;R$ 611,42;Julho;2019;R$ 377.645,84;565;und;R$ 611,46;Julho;2019;R$ 377.670,54;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;R$ 24,71;3,93%;0,01%;0,00%
892;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Confecção de placa em aço nº 26 galvanizado, com película tipo I + II (Quadrada).  ;209;und;R$ 359,99;Julho;2019;R$ 82.249,51;209;und;R$ 243,84;Julho;2019;R$ 55.711,88;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;-R$ 26.537,63;0,58%;-32,26%;-0,19%
893;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Confecção de placa em aço nº 26 galvanizado, com película tipo I + II (Triangular).;222;und;R$ 246,17;Julho;2019;R$ 59.742,68;222;und;R$ 155,09;Julho;2019;R$ 37.638,59;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;-R$ 22.104,09;0,39%;-37,00%;-0,14%
894;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Confecção de placa em aço nº 26 galvanizado, com película tipo I + II (Losango).;133;und;R$ 235,56;Julho;2019;R$ 34.249,15;133;und;R$ 155,01;Julho;2019;R$ 22.537,62;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;-R$ 11.711,53;0,23%;-34,20%;-0,08%
895;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Confecção de placa em aço nº 26 galvanizado, com película tipo I + II (PK).;565;und;R$ 91,38;Julho;2019;R$ 56.441,20;565;und;R$ 36,24;Julho;2019;R$ 22.383,77;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;-R$ 34.057,43;0,23%;-60,34%;-0,14%
896;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Confecção de placa em aço nº 26 galvanizado, com película tipo I + II (Ovóide).;1;und;R$ 175,92;Julho;2019;R$ 192,31;1;und;R$ 81,63;Julho;2019;R$ 89,24;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;-R$ 103,08;0,00%;-53,60%;0,00%
897;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Remoção de placa de sinalização náutica em margem – equipamentos e mão de obra – com embarcação. ;600;und;R$ 219,55;Julho;2019;R$ 144.006,24;600;und;R$ 421,39;Julho;2019;R$ 276.396,21;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;R$ 132.389,98;2,88%;91,93%;2,64%
898;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Fornecimento e implantação de suporte (Chifrão) para placa de sinalização náutica em margem – com embarcação. ;300;und;R$ 793,81;Julho;2019;R$ 260.336,12;300;und;R$ 330,18;Julho;2019;R$ 108.285,08;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;-R$ 152.051,04;1,13%;-58,41%;-0,66%
899;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Fornecimento e implantação de suporte (fundação) para placa de sinalização náutica em margem – com embarcação.;300;und;R$ 490,00;Julho;2019;R$ 160.699,29;300;und;R$ 608,07;Julho;2019;R$ 199.421,26;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;R$ 38.721,97;2,08%;24,10%;0,50%
900;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Remoção de suporte (Chifrão) para placa de sinalização náutica em margem – com embarcação. ;150;und;R$ 193,25;Julho;2019;R$ 31.688,92;150;und;R$ 314,39;Julho;2019;R$ 51.553,32;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;R$ 19.864,40;0,54%;62,69%;0,34%
901;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Remoção e implantação de suporte (Chifrão) para placa de sinalização náutica em margem – com embarcação.;45;und;R$ 242,61;Julho;2019;R$ 11.934,87;45;und;R$ 407,37;Julho;2019;R$ 20.040,02;HIDROVIÁRIO;OBRAS COMPLEMENTARES;523,755;523,755;572,565;R$ 8.105,15;0,21%;67,91%;0,14%
902;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Dragagem simples de areia em fundo de leito móvel (Passo do Jacaré) – Draga Curimatã. ;123840;m³;R$ 3,73;Julho;2019;R$ 650.544,10;123840;m³;R$ 3,51;Julho;2019;R$ 612.174,21;HIDROVIÁRIO;DRAGAGEM ;857,233;857,233;1207,274;-R$ 38.369,89;6,37%;-5,90%;-0,38%
903;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Dragagem simples de areia em fundo de leito móvel (Tramo Norte) – Draga Corvina.;672,8;m³;R$ 6,42;Julho;2019;R$ 6.083,14;672,8;m³;R$ 5,91;Julho;2019;R$ 5.599,90;HIDROVIÁRIO;DRAGAGEM ;857,233;857,233;1207,274;-R$ 483,24;0,06%;-7,94%;0,00%
904;50016.000148/2019-61;6271918;PB;Arilson Frank;DNIT;AT n. 10/2020;2020;Hidrovia Corumbá;MS;17/08/2020;Dragagem simples de areia em fundo de leito móvel (Passo do Jacaré) – Draga Curimatã.;123,84;m³;R$ 3,73;Julho;2019;R$ 650,54;123,84;m³;R$ 6,95;Julho;2019;R$ 1.212,14;HIDROVIÁRIO;DRAGAGEM ;857,233;857,233;1207,274;R$ 561,60;0,01%;86,33%;0,01%
905;50613.001272/2020-49;6275514;PE;Fábio Gobara;DNIT;AT n. 16/2020;2020;BR-316;PB;17/08/2020;"Escavação, carga e transporte de material de 1ª categoria - DMT maior que 5000m c/e. Escavação, carga e transporte de material
de 1ª categoria ? DMT 13.000 a 15.000m c/e (Nova descrição)";818793,2;m³;R$ 28,89;Julho;2016;R$ 30.643.126,19;818793,2;m³;R$ 28,89;Julho;2016;R$ 30.643.126,19;RODOVIÁRIO;IGP-DI;644,356;644,356;834,713; R$-   ;59,21%;0,00%;0,00%
906;50613.001272/2020-49;6275514;PE;Fábio Gobara;DNIT;AT n. 16/2020;2020;BR-316;PB;17/08/2020;Escavação, carga e transporte de material de 3a categoria - DMT maior que 1200 m. Escavação, carga e transporte de material de 3ª categoria ? DMT 6.000 a 6.200m (Nova descrição);58500,6;m³;R$ 39,09;Julho;2016;R$ 2.962.356,29;58500,6;m³;R$ 39,09;Julho;2016;R$ 2.962.356,29;RODOVIÁRIO;IGP-DI;644,356;644,356;834,713; R$-   ;5,72%;0,00%;0,00%
907;50613.001272/2020-49;6275514;PE;Fábio Gobara;DNIT;AT n. 16/2020;2020;BR-316;PB;17/08/2020;Compactação de aterros a 100% proctor intermediário. ;222107,57;m³;R$ 4,95;Julho;2016;R$ 1.424.229,12;222107,57;m³;R$ 4,95;Julho;2016;R$ 1.424.229,12;RODOVIÁRIO;IGP-DI;644,356;644,356;834,713; R$-   ;2,75%;0,00%;0,00%
908;50613.001272/2020-49;6275514;PE;Fábio Gobara;DNIT;AT n. 16/2020;2020;BR-316;PB;17/08/2020;"Absorvedor de Impacto (padrão BR?Legal).  Fornecimento e
implantação de Terminal Absorvedor de Energia (Nova descrição)";294;und;R$ 7.401,05;Julho;2016;R$ 2.818.720,21;294;und;R$ 7.401,05;Julho;2016;R$ 2.818.720,21;RODOVIÁRIO;IGP-DI;644,356;644,356;834,713; R$-   ;5,45%;0,00%;0,00%
909;50613.001272/2020-49;6275514;PE;Fábio Gobara;DNIT;AT n. 16/2020;2020;BR-316;PB;17/08/2020;Remoção e Realocação de Postes. ;293;und;R$ 263,31;Julho;2016;R$ 99.941,59;293;und;R$ 263,28;Julho;2016;R$ 99.930,21;RODOVIÁRIO;IGP-DI;644,356;644,356;834,713;-R$ 11,39;0,19%;-0,01%;0,00%
910;50607.003376/2017-71;6316789;RPFO;Fábio Gobara;DNIT;AT n. 22/2020;2020;BR-356;RJ;21/08/2020;Tubo Pead com paredes estrut. para drenagem – D= 400 mm. ;5102;m;R$ 129,20;Novembro;2016;R$ 848.377,84;5102;m;R$ 148,75;Novembro;2016;R$ 976.750,80;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;R$ 128.372,96;1,09%;15,13%;0,16%
911;50607.003376/2017-71;6316789;RPFO;Fábio Gobara;DNIT;AT n. 22/2020;2020;BR-356;RJ;21/08/2020;Tubo Pead com paredes estrut. para drenagem – D= 600 mm.;934;m;R$ 267,65;Novembro;2016;R$ 321.736,60;934;m;R$ 358,50;Novembro;2016;R$ 430.945,53;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;R$ 109.208,93;0,48%;33,94%;0,16%
912;50607.003376/2017-71;6316789;RPFO;Fábio Gobara;DNIT;AT n. 22/2020;2020;BR-356;RJ;21/08/2020;Tubo Pead com paredes estrut. para drenagem – D= 800 mm.;606;m²;R$ 512,10;Novembro;2016;R$ 399.405,23;606;m²;R$ 558,32;Novembro;2016;R$ 435.453,87;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;R$ 36.048,64;0,49%;9,03%;0,04%
913;50607.003376/2017-71;6316789;RPFO;Fábio Gobara;DNIT;AT n. 22/2020;2020;BR-356;RJ;21/08/2020;Tubo Pead com paredes estrut. para drenagem – D= 1000 mm.;162;m²;R$ 639,77;Novembro;2016;R$ 133.390,60;162;m²;R$ 870,19;Novembro;2016;R$ 181.432,65;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;R$ 48.042,05;0,20%;36,02%;0,07%
914;50607.003376/2017-71;6316789;RPFO;Fábio Gobara;DNIT;AT n. 22/2020;2020;BR-356;RJ;21/08/2020;Desmonte de material de 3ª categoria a frio com argamassa expansiva a céu aberto. ;1102,23;m³;R$ 327,17;Novembro;2016;R$ 590.444,49;1402,23;m³;R$ 306,35;Novembro;2016;R$ 552.870,59;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;-R$ 37.573,90;0,62%;-6,36%;-0,04%
915;50607.003376/2017-71;6316789;RPFO;Fábio Gobara;DNIT;AT n. 22/2020;2020;BR-356;RJ;21/08/2020;Recomposição de pavimento em paralelepípedo. Execução pavim.c/peças pré-moldadas concr. AC/BC - Exclusive peças pré-moldadas;2500;m²;R$ 60,21;Novembro;2016;R$ 67.860,22;875,71;m²;R$ 48,41;Novembro;2016;R$ 54.560,93;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;-R$ 13.299,30;0,06%;-19,60%;-0,01%
916;50600.021459/2020-16;6400455;PMH;Arilson Frank;DNIT;AT n. 18/2020;2020;Hidrovia do Rio Tocantins;PA;02/09/2020;Fornecimento e Instalação de RRNNs com Levantamento Geodésico Relativo Estático.;35;und;R$ 762,98;Outubro;2019;R$ 28.929,58;35;und;R$ 762,98;Outubro;2019;R$ 28.929,74;HIDROVIÁRIO;OBRAS COMPLEMENTARES;528,52;528,52;572,565;R$ 0,17;0,27%;0,00%;0,00%
917;50600.021459/2020-16;6400455;PMH;Arilson Frank;DNIT;AT n. 18/2020;2020;Hidrovia do Rio Tocantins;PA;02/09/2020;Fornecimento e Instalação de Estação Fluviométrica Telemétrica.;5;und;R$ 22.146,33;Outubro;2019;R$ 119.959,65;5;und;R$ 22.146,33;Outubro;2019;R$ 119.959,64;HIDROVIÁRIO;OBRAS COMPLEMENTARES;528,52;528,52;572,565;-R$ 0,01;1,10%;0,00%;0,00%
918;50600.021459/2020-16;6400455;PMH;Arilson Frank;DNIT;AT n. 18/2020;2020;Hidrovia do Rio Tocantins;PA;02/09/2020;Amostragem sedimento em suspensão por integração na vertical e igual incremento de largura em seção transversal de rio, com distância entre margens menor que 4 km e profundidade média entre 10 e 14 m.;0,1;km²;R$ 25.311,77;Outubro;2019;R$ 2.742,12;0,1;km²;R$ 25.311,77;Outubro;2019;R$ 2.742,12;HIDROVIÁRIO;OBRAS COMPLEMENTARES;528,52;528,52;572,565;R$ 0,00;0,03%;0,00%;0,00%
919;50600.021459/2020-16;6400455;PMH;Arilson Frank;DNIT;AT n. 18/2020;2020;Hidrovia do Rio Tocantins;PA;02/09/2020;Levantamento batimétrico multifeixe para quantificação da mobilidade do leito.;350;km;R$ 106,77;Outubro;2019;R$ 40.483,14;350;km;R$ 106,77;Outubro;2019;R$ 40.483,74;HIDROVIÁRIO;OBRAS COMPLEMENTARES;528,52;528,52;572,565;R$ 0,60;0,37%;0,00%;0,00%
920;50600.021459/2020-16;6400455;PMH;Arilson Frank;DNIT;AT n. 18/2020;2020;Hidrovia do Rio Tocantins;PA;02/09/2020;Levantamento do Perfil de Linha d'água Metodologia RTK.;200;km;R$ 62,71;Outubro;2019;R$ 13.586,18;200;km;R$ 62,71;Outubro;2019;R$ 13.587,21;HIDROVIÁRIO;OBRAS COMPLEMENTARES;528,52;528,52;572,565;R$ 1,03;0,12%;0,01%;0,00%
921;50600.021459/2020-16;6400455;PMH;Arilson Frank;DNIT;AT n. 18/2020;2020;Hidrovia do Rio Tocantins;PA;02/09/2020;Operação e Manutenção de Estação Fluviométrica Telemétrica.;5;und;R$ 885,86;Outubro;2019;R$ 4.798,40;5;mês;R$ 885,86;Outubro;2019;R$ 4.798,42;HIDROVIÁRIO;OBRAS COMPLEMENTARES;528,52;528,52;572,565;R$ 0,02;0,04%;0,00%;0,00%
922;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Escavação, carga e transporte de material de 1ª categoria DMT 3.000 a 5.000. ;640417,99;m³;R$ 15,25;Janeiro;2018;R$ 12.446.592,25;640417,99;m³;R$ 9,36;Janeiro;2020;R$ 6.655.223,96;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 5.791.368,29;16,41%;-46,53%;-7,64%
923;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Escavação, carga e transporte de material de 1ª categoria DMT 5.000 a 7.000.;120496,79;m³;R$ 18,59;Janeiro;2018;R$ 2.854.775,51;120496,79;m³;R$ 11,59;Janeiro;2020;R$ 1.550.537,29;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 1.304.238,22;3,82%;-45,69%;-1,75%
924;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Escavação, carga e transporte de material de 1ª categoria DMT 7.000 a 9.000.;59673,2;m³;R$ 21,93;Janeiro;2018;R$ 1.667.765,77;59673,2;m³;R$ 13,82;Janeiro;2020;R$ 915.610,31;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 752.155,46;2,26%;-45,10%;-1,02%
925;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Remoção de solo úmido/ saturado DMT = 3,83 km. ;61453,63;m³;R$ 29,22;Janeiro;2018;R$ 2.288.468,02;61453,63;m³;R$ 16,08;Janeiro;2020;R$ 1.097.126,96;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 1.191.341,06;2,71%;-52,06%;-1,41%
926;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Remoção de bueiros existentes. ;30,65;m³;R$ 117,68;Janeiro;2018;R$ 4.596,74;30,65;m;R$ 118,47;Janeiro;2020;R$ 4.031,46;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 565,28;0,01%;-12,30%;0,00%
927;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Sub-base com mistura em Usina solo-areia (80% - 20% em peso).;73571,01;m³;R$ 53,24;Janeiro;2018;R$ 4.963.534,26;73153,63;m³;R$ 69,20;Janeiro;2020;R$ 5.620.374,81;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;R$ 656.840,55;13,86%;13,23%;1,83%
928;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Base com mistura em usina seixo-solo-areia-cimento (43% - 35% - 20% - 2% em peso). ;71207,42;m³;R$ 118,39;Janeiro;2018;R$ 10.683.867,39;70810,29;m³;R$ 144,64;Janeiro;2020;R$ 11.371.246,89;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;R$ 687.379,50;28,04%;6,43%;1,80%
929;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Terminal absorvedor de energia – de abertura. ;1376;unid.;R$ 655,65;Janeiro;2018;R$ 83.558,22;100;unid.;R$ 8.898,52;Janeiro;2020;R$ 987.963,92;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;R$ 904.405,70;2,44%;1082,37%;26,37%
930;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Confecção e instalação de delineadores fixados em defensa. ;45,48;m²;R$ 362,70;Janeiro;2018;R$ 21.022,54;45,48;m²;R$ 14,31;Janeiro;2020;R$ 722,58;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 20.299,96;0,00%;-96,56%;0,00%
931;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Confecção e instalação de delineadores fixados em barreira. ;0,13;m²;R$ 334,57;Janeiro;2018;R$ 55,43;0,13;m²;R$ 16,35;Janeiro;2020;R$ 2,36;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 53,07;0,00%;-95,74%;0,00%
932;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Estaca escavada d= 100 cm em terra. ;1774;m³;R$ 465,45;Janeiro;2018;R$ 680.667,88;1147,48;m;R$ 556,48;Janeiro;2020;R$ 708.953,89;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;R$ 28.286,01;1,75%;4,16%;0,07%
933;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Subestação com transformador 30 kVA, 13,8 kv 127/220 V. ;3;unid.;R$ 14.620,53;Janeiro;2018;R$ 55.898,67;3;unid.;R$ 12.993,12;Janeiro;2020;R$ 43.277,09;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 12.621,58;0,11%;-22,58%;-0,02%
934;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Poste de aço cônico curvo 9 m braço simples. ;340;unid.;R$ 1.674,67;Janeiro;2018;R$ 700.035,69;328;unid.;R$ 2.182,42;Janeiro;2020;R$ 794.759,05;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;R$ 94.723,36;1,96%;13,53%;0,27%
935;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Poste aço cônico curvo simples engastado no solo, h= 10 m. ;6;unid.;R$ 1.446,47;Janeiro;2018;R$ 11.060,58;6;unid.;R$ 1.523,03;Janeiro;2020;R$ 10.145,72;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 914,85;0,03%;-8,27%;0,00%
936;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Poste de aço cônico curvo 9 m braço duplo. ;16;unid.;R$ 1.724,84;Janeiro;2018;R$ 35.171,10;16;unid.;R$ 2.440,10;Janeiro;2020;R$ 43.346,19;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;R$ 8.175,09;0,11%;23,24%;0,02%
937;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Base de fixação de poste 0,50 x 0,50 x 0,80 m. ;356;unid.;R$ 172,93;Janeiro;2018;R$ 75.813,38;344;unid.;R$ 197,67;Janeiro;2020;R$ 75.495,75;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 317,63;0,19%;-0,42%;0,00%
938;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Luminária greenvision Xtreme 4.000 k, 18.000 lm, 129w/127v.;378;unid.;R$ 1.869,17;Janeiro;2018;R$ 900.446,05;378;unid.;R$ 1.078,56;Janeiro;2020;R$ 452.646,76;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 447.799,29;1,12%;-49,73%;-0,56%
939;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Dispositivo DPS 4 polos, 275 V 20 kA. ;3;unid.;R$ 62,92;Janeiro;2018;R$ 240,56;3;unid.;R$ 68,96;Janeiro;2020;R$ 229,69;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 10,87;0,00%;-4,52%;0,00%
940;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Caixa para medição trifásica com lente. ;3;unid.;R$ 917,99;Janeiro;2018;R$ 3.509,75;3;unid.;R$ 581,23;Janeiro;2020;R$ 1.935,94;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 1.573,81;0,00%;-44,84%;0,00%
941;50619.500216/2017-37;6463449;PE;Rodrigo Lima;DNIT;AT n. 48/2019;2019;BR-158-262;MS;10/09/2020;Caixa de passagem 40 x 40 x 50 cm com tampa e dreno brita. ;342;unid.;R$ 213,10;Janeiro;2018;R$ 92.880,95;342;unid.;R$ 232,20;Janeiro;2020;R$ 88.168,13;RODOVIÁRIO;IGP-DI;654,968;751,82;834,713;-R$ 4.712,82;0,22%;-5,07%;-0,01%
